	time	id	sentiment	topic	like	text
259	Sun Nov 28 23:58:16 +0000 2021	1465107807397634053	-	CV	1	@redpill4me @MrSkinnyLegz @ceelzm It's because your chart implies increases where there are decreases. And it implies that the death rate for vax is much higher than unvax.   Unvax all death: 22.9 Fully vax all death : 15.5 Unvax covid: 5.4 Fully Vax covid: 1.1  https://t.co/scShFBta7Q
260	Sun Nov 28 23:58:16 +0000 2021	1465107807074766849	-	CY	0	This COVID mess scares me
261	Sun Nov 28 23:58:16 +0000 2021	1465107806051356680	/	CS	0	South Shore ceremony honors residents who died from COVID-19 https://t.co/RXLMnsTKAP
262	Sun Nov 28 23:58:15 +0000 2021	1465107805803888641	-	CS	2	"@nadhimzahawi CoVID is now infecting 4% of our primary school children. For every child: 10 day’s isolation, at least 1 parent off work to care &amp; virtually bound to be infected along with other fam members. Why are you not requiring ‘safety measures’ in schools Ms Throup tells me are advised?"
263	Sun Nov 28 23:58:15 +0000 2021	1465107803706691587	-	CY	0	"@TeraSmi74725505 @jpurepax @EthicalDavid I am using your words ‘fake virus’.  It does exist.  My mother died from it.  I hope your faith, and nothing else, keeps you away from covid.  Just like the serpent preachers you lot are so fond of, I hope it doesn’t come back to bite you…."
264	Sun Nov 28 23:58:15 +0000 2021	1465107802704297990	-	CR	16	My oldest kids school is closing for the week and up to ten days because of COVID in the @tdsb Thanks for these super safe schools @Sflecce!
265	Sun Nov 28 23:58:15 +0000 2021	1465107802289025026	/	CR	53	"UPDATED: Ottawa Public Health is asking individuals who have been to eight countries, including Nigeria, within 14 days before arriving in Ottawa to self-isolate immediately and seek testing for COVID-19. #ottnews   https://t.co/CO166D1N9b"
266	Sun Nov 28 23:58:14 +0000 2021	1465107798442885128	/	CL	0	"I'm really tired of this.  I mean, really --am I the only one in America who ISN'T ""confused"" by the Biden Administration's messaging on COVID and boosters??  How hard is it to find Fauci on TV ...and LISTEN to him?? https://t.co/3KZm9VImkV"
267	Sun Nov 28 23:58:14 +0000 2021	1465107798010830854	-	PL	0	After every run I cough and wonder if I'm starting covid symptoms
268	Sun Nov 28 23:58:13 +0000 2021	1465107797524160514	-	CR	0	"@RailMinIndia No curtains, No blankets in Second AC because  of COVID but alloting seat in RAC! Bhrigu Express 22427 PNR 2811556920"
269	Sun Nov 28 23:58:13 +0000 2021	1465107797121519616	+	CY	0	Early Treatment for Covid-19 with SARS-CoV-2 Neutralizing Antibody Sotrovimab | NEJM https://t.co/qNSiPQrm8c
270	Sun Nov 28 23:58:13 +0000 2021	1465107796794486787	-	CP	0	"By the end of 2020, the United States, with 4.5% of the world's population, had 25% of the COVID-19 deaths, 95% of which occurred in U.S. hospitals with Remdesivir protocols...  All by 1 man's direction   Almost at the end of 2021.   Same bull 💩 https://t.co/2AGa6Oafpl"
271	Sun Nov 28 23:58:13 +0000 2021	1465107796102287369	-	CY	0	@desdine00 That’s cause I have covid everything makes me grab my inhaler rn girl
272	Sun Nov 28 23:58:12 +0000 2021	1465107792663044105	/	CT	0	"""Allowing new variants to emerge and spread, 13 months into the vaccine era, is a policy choice by the rich world.""  https://t.co/GWEEYq7uGr via @commondreams"
273	Sun Nov 28 23:58:12 +0000 2021	1465107792252084232	/	CV	97	@ldboehm0 @ColonelRebel87 @DefiantLs Pfizer WAS under EUA before it was approved. It still technically is for those under 16.
274	Sun Nov 28 23:58:12 +0000 2021	1465107791891337219	-	CT	2	"Well here in Chinada!! Ottawa already has the new Variant, but don’t worry folks Big Pharma has a plan!! Cause these jabs work great against COVID and Delta  and Lambda right!!! Sheep, bah, sheep https://t.co/N1uiYOxsXk"
276	Sun Nov 28 23:58:12 +0000 2021	1465107790293254144	/	CV	0	Replicating a vaccine shot: Africa's scramble to find its own solution as vaccine inequity and inefficient distribution leaves the threat of more variants looming.  https://t.co/RpO02SkBvB https://t.co/tqTw6C22lA
277	Sun Nov 28 23:58:12 +0000 2021	1465107790251266051	/	CS	41	@CBCCalgary In order for those 2 people to have been admitted to Canada they must have been fully vaccinated and had a negative covid test at least 72 hours before arrival.  So these cases must be in the fully vaccinated.
278	Sun Nov 28 23:58:12 +0000 2021	1465107789655658500	/	CY	0	@AlanBixter Good thing we don't have massive covid 19 cases in schools. It ks very different in other countries. Covid 19 behaves so well in Australia.
279	Sun Nov 28 23:58:11 +0000 2021	1465107788896555020	-	CY	0	"@Chriswalshuk1 @thecoastguy Making what up? This new variant, or the whole Covid pandemic?"
280	Sun Nov 28 23:58:11 +0000 2021	1465107788816961540	/	CP	1	@SixOfRobins I totally would but the covid test has to be 3 days after the tournament and I’m going back to Illinois the day after the tournament.
281	Sun Nov 28 23:58:11 +0000 2021	1465107786556227587	/	CV	3	@DrDiniel @DaveKeating They find freedom a difficult concept to grasp. As shown by the readiness of some continental countries to make Covid vaccination compulsory. We used to be able to kid ourselves that other countries were moving in our free direction.
283	Sun Nov 28 23:58:10 +0000 2021	1465107783943168001	-	CL	1	@nypost Catholic charities &amp; Biden will be dropping off our variant infected boarder crossing immigrants to anonymous city and states as soon as they arrive. 😉  I miss AMERICA FIRST.   https://t.co/bIehlVIjhT
284	Sun Nov 28 23:58:09 +0000 2021	1465107778779828233	-	CT	0	New variant hysteria comes from same institution that popularized lockdowns &amp; previous COVID scares - by Jordan Schachtel - The Dossier https://t.co/2Qf1NlvFjY
285	Sun Nov 28 23:58:09 +0000 2021	1465107777064353792	-	CS	0	@ChannelNewsAsia China identified the coronavirus that originate in the US which the US was negligent to do.
287	Sun Nov 28 23:58:08 +0000 2021	1465107774459817987	-	CS	1	@ECR_Newswatch @ecr9495 SA gov is allowing a situation for more mutations to occur &amp; more new variants.  YOU CANNOT HAVE AN OPEN SOCIETY WITH PEOPLE PHYSICALLY INTERACTING &amp; SPREADING THE VIRUS! We need to stop physical interaction to stop the spread &amp; flatten the curve IF we serious bout stopping covid
288	Sun Nov 28 23:58:08 +0000 2021	1465107774296281095	-	CL	4	🇨🇦🧐👇 Ottawa tables legislation to begin 'last step' of Canada's COVID-19 support programs. https://t.co/dv3c2nxjS8
290	Sun Nov 28 23:58:08 +0000 2021	1465107773750792192	/	CT	1	"Omicron variant now in North America, Canadian officials say  Omicron COVID variant may already be in America, Dr. Fauci    Ho Yes !"
291	Sun Nov 28 23:58:08 +0000 2021	1465107773528502275	+	CY	2	Therapy dogs are being brought to COVID-19 vaccination clinics to help people -- including children -- who are nervous about getting their shots. https://t.co/ThVdYlREGH
293	Sun Nov 28 23:58:07 +0000 2021	1465107769116217345	-	CS	15	Michigan fans ignore Covid... Incredible scene at the Big House... https://t.co/3BmVfq2oLU
294	Sun Nov 28 23:58:07 +0000 2021	1465107768675913731	-	CS	0	"@rolandsmartin @laralogan This sounds a lot like ""There wouldn't be so many cases of Covid if they wouldn't do so much testing."" Who said that? 🤔"
295	Sun Nov 28 23:58:06 +0000 2021	1465107767127986179	-	CR	3	The Covid 19 lock down made me retardedd  https://t.co/XZA2C3Gimn
296	Sun Nov 28 23:58:06 +0000 2021	1465107765072912386	-	CY	0	@abbynormal75 @davidhogg111 Yes the economy took a crap when covid hit.  But that would have happened regardless of who was in the WH.    There is not a major economy in the world that did not take a massive hit in early 2020. Not one.
297	Sun Nov 28 23:58:06 +0000 2021	1465107764259307523	+	CV	0	"@parisofprairie Glad you’re here to tell your story and encourage vaccination. Happiest of birthdays, too!!! 🖖"
298	Sun Nov 28 23:58:05 +0000 2021	1465107764074762244	+	CP	0	@denisewu I get mine next week!  I have a face for mask apparel soooo…. I’m keeping mine in even after covid.  🤷‍♂️
299	Sun Nov 28 23:58:05 +0000 2021	1465107762052878336	+	CV	3	GLDSSA community! Another vaccination event is coming up on December 4th! All info is here! Take advantage of this opportunity!!! #OneTeamUnaFamilia #YesWeCanSiSePuede https://t.co/IsNkXMrYoC
300	Sun Nov 28 23:58:05 +0000 2021	1465107761545441284	+	CV	0	its my first vaccination today so i dont really know if i can watch it later 😭😭
301	Sun Nov 28 23:58:05 +0000 2021	1465107761541361666	-	CY	6	"I’d missed this, but it’s a welcome corrective to @KPIXtv  reporters who let this happen.   Borenstein: Cal Bears COVID controversy fueled by doctor’s false claims https://t.co/jUNyxYw5xx via @eastbaytimes"
303	Sun Nov 28 23:58:05 +0000 2021	1465107761210052612	-	CL	0	"@McCorkle_Szn @jmatt426tx @rufusgifford @POTUS I'm in your predicament. Biden isn't the one who deregulated everything. He's got A LOT to ""undo"". I believe he's strategically going as fast as he dares. The deferments were HUGE for all of us. Trump created the Covid Cluster. Biden has SEVERAL #1 problems. Give him a chance. 👍"
304	Sun Nov 28 23:58:04 +0000 2021	1465107759142158348	/	CP	1	COVID-positive Czech president appoints new PM from plexiglass cubicle | Reuters https://t.co/6uWJqr7WPw
305	Sun Nov 28 23:58:04 +0000 2021	1465107756654993412	/	CY	2	@JBear71435961 @lim3cordial @MyHerbFoods @TheKiraHensley @Reuters There is no difference… either you trust the science or you don’t… you don’t get to be selective as the same people working in cancer medications and treatments are the same ones working in Covid.
306	Sun Nov 28 23:58:04 +0000 2021	1465107756109549572	/	CT	1	"#OmicronVariant ‘#Omicron 6 times more transmissible than #Delta, could infect even vaccinated’ #coronavirus  https://t.co/ppsi8Jfti7"
307	Sun Nov 28 23:58:03 +0000 2021	1465107755107332098	-	CS	0	"@JodyHol13179563 😂😂 They can’t &amp; never have isolated the so-called Covid 🤦‍♀️  so HOW can they test for a variant ? With what ? A Magic wand , Crystal ball 🤨  They make it up as they go along &amp; sheeple believe it 🙄 ….god give me strength 😬"
308	Sun Nov 28 23:58:03 +0000 2021	1465107754188742664	/	CS	0	"UPDATE! 58 New COVID-19 Cases, 70 Discharged And 0 Deaths https://t.co/syM32yUNO6"
310	Sun Nov 28 23:58:03 +0000 2021	1465107751823187969	-	CT	0	How come whenever I’m planning on flying home there’s a new COVID variant? Like flying already makes me nervous
311	Sun Nov 28 23:58:02 +0000 2021	1465107750296379401	/	CY	0	What are the key longer-term implications flowing from the Coronavirus pandemic? Click here:  https://t.co/LtF0o1NPs0 to find out https://t.co/0uL15Totnp
312	Sun Nov 28 23:58:02 +0000 2021	1465107748476100611	/	CP	0	"# Districts w/ Full Mask Mandates: 14 # Districts w/ Partial Mask Mandates: 16  **Council Bluffs CSD removed their mask mandate, effective 11/8/21.  https://t.co/dRorPUtp7X https://t.co/CFXxkxNVSC"
313	Sun Nov 28 23:58:01 +0000 2021	1465107745242296329	-	CV	4	"@InfoMenso @keyjacknewyork @rufusgifford How about leaving Afghanistan, even though the orange troll sold the country to the Taliban. How about vaccine distribution? Something that Trump had no plan for, while he screamed about winning the election. Trump leveled the economy, messed up the Covid response 1/2"
314	Sun Nov 28 23:58:01 +0000 2021	1465107743501651973	/	CS	0	# Public School Districts Reporting: 129 out of 327 # Students Currently COVID+: 797 # Staff Currently COVID+: 153 # Students/Staff Combo Currently COVID+: 351 2021-2022 Students COVID+: 11002 2021-2022 Staff COVID+: 2092 2021-2022 Combo COVID+: 4525  https://t.co/dRorPUtp7X https://t.co/vBRsSC4XOd
315	Sun Nov 28 23:58:01 +0000 2021	1465107743342088201	/	CT	3	Forbidden COVID variant https://t.co/LmkuD2manq
316	Sun Nov 28 23:58:00 +0000 2021	1465107742843097089	-	CY	33	"FWIW, I independently confirmed these things with my dad and his farmer friends this weekend.  Supply chain disruptions from COVID policy coupled with price increases from inflation caused by the Fed’s monetary policy will have scary ramifications on a fragile system."
317	Sun Nov 28 23:58:00 +0000 2021	1465107741949800449	-	CV	0	@redboybroken @mysorepack They have very low vaccination rates/low rates of immunity
318	Sun Nov 28 23:58:00 +0000 2021	1465107739462582276	-	CV	176	@GregAbbott_TX Complaining about Covid while pushing vax hesitancy and killing your own base.  #GOPHypocrisy https://t.co/5SkzKyruHC
319	Sun Nov 28 23:58:00 +0000 2021	1465107739299008523	/	CS	0	Confirmed Influenza+ Iowans Hospitalized: 2  Confirmed Influenza+ Iowans in ICU: 0  Confirmed Influenza+ &amp; COVID+ Iowans Hospitalized: 1  Total Influenza+ Deaths: 13 (HHS data as of 11/28/2021)  https://t.co/hFPOmq8Yvv https://t.co/lqgCNVW3Jn
320	Sun Nov 28 23:57:59 +0000 2021	1465107736186605568	-	CV	0	@RobbieSherman77 @Zigmanfreud Our ERs/ICUs are overflowing because of you sociopaths. The economic recovery is already here because cities/companies have mandates and vaccination rates to get back to business. But we need to stop caring for the unvaccinated with COVID in our hospitals to get full normalcy.
322	Sun Nov 28 23:57:59 +0000 2021	1465107735217848326	/	CS	0	"@loveforthehomi2 @MbtaCovidiots US has had 799,383 deaths from COVID, 10,857 is tiny in comparison to unvaccinated deaths.  Also that figure of 10,857 isn’t fully vaccinated - it includes only one vaccination which isn’t a full course of vaccination!"
323	Sun Nov 28 23:57:59 +0000 2021	1465107735075340288	/	CT	0	Confirmed COVID+ Adults Hospitalized: 627 ⬆️ Confirmed &amp; Suspected COVID+ Adults Hospitalized: 650 ⬆️ Confirmed COVID+ Kids Hospitalized: 10 ⬆️ Confirmed &amp; Suspected COVID+ Kids Hospitalized: 12 ⬆️ (HHS data as of 11/28/2021)  https://t.co/hFPOmq8Yvv https://t.co/9f5jK1vDoZ
324	Sun Nov 28 23:57:58 +0000 2021	1465107734043537409	-	CL	39	"@FoxNews For those asking, what progress? —  Millions of new jobs under Biden aren’t just replacing jobs lost to covid. Lowest unemployment since 1969. Stocks keep going up, without the volatility of last few years. All before infrastructure bill really kicks in."
325	Sun Nov 28 23:57:58 +0000 2021	1465107732663398405	-	CV	0	"@GDoc2001 Nope. Try looking at the VAERS data on bad reactions to the vaccines. As grim as they are, it is alleged problems have been under reported. 30,000 have become PERMANANTLY disabled. Some see this as an unacceptable risk given the covid survival rate. BTW, I got the Moderna shots."
326	Sun Nov 28 23:57:58 +0000 2021	1465107731237515271	-	CP	1	"@ECR_Newswatch @ecr9495 SA gov is not serious about curbing covid spread &amp; stopping deaths. The new variant was created under level1 restrict. Everything is open &amp; it's business as usual. Ppl interacting &amp; everytime a new person gets infected, it's an opportunity for mutations to occur &amp; new variants"
327	Sun Nov 28 23:57:57 +0000 2021	1465107730130251782	/	CS	0	Total Confirmed COVID+ Iowans Hospitalized: 637 ⬆️ Total Confirmed &amp; Suspected COVID+ Iowans Hospitalized: 662 ⬆️ Confirmed Adults in COVID+ ICU: 139 ⬆️  (HHS data as of 11/28/2021)  https://t.co/hFPOmq8Yvv https://t.co/59Dr70xypG
328	Sun Nov 28 23:57:57 +0000 2021	1465107727890350082	/	CS	1	Daily US Covid Deaths by County For MD   2021-11-26:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #globalhealth https://t.co/tf3pVdr8h6
331	Sun Nov 28 23:57:56 +0000 2021	1465107724195278857	-	CV	0	Came saw and that shit don’t make sense at all. Cause RNA is what allows the changes in viruses but that’s also what’s being injected.. ok cool so I need to keep reading apparently  https://t.co/EGOFVsij3N
332	Sun Nov 28 23:57:56 +0000 2021	1465107723079471105	/	CV	0	St. Paul police sue over COVID vaccine mandate https://t.co/7ZGwVOAhVm
333	Sun Nov 28 23:57:55 +0000 2021	1465107721905053698	/	CY	0	"#Murdoch's Sky News--more correctly : Sty ""News""--is to good journalism what COVID-19 is to good health. https://t.co/grwaVHQsVR"
334	Sun Nov 28 23:57:55 +0000 2021	1465107720961286145	-	CP	1	@BTSLiveStreamin I think new music is coming but tour maybe impossible for now coz of new covid.😭😭😭
335	Sun Nov 28 23:57:55 +0000 2021	1465107720370016262	/	CS	0	"# of LTC Outbreaks: 91  Weekly New LTC Positives: 111 Residents, 140 Staff Weekly New LTC Deaths: 12 Residents, 0 Staff Total COVID+: 12780 Residents, 14261 Staff Total Deaths: 2544 Residents, 36 Staff (CMS data as of 11/14/21)  https://t.co/xyjfcKbXf3 https://t.co/jG9ZhoM1n4"
337	Sun Nov 28 23:57:54 +0000 2021	1465107715483738112	-	CL	0	"Is anyone seeing the daily COVID death count for Biden that was reported daily for Pres. Trump?  Biden said he'd end COVID, but we still have vaxxed &amp; unvaxxed people dieing daily. Just curious because his count should be passing the previous presidential count which is not good!"
339	Sun Nov 28 23:57:54 +0000 2021	1465107714246430723	-	CP	42	Brazil has an anti-vax president *during the vaccination campaign* -- Trump was gone by the time we started! -- and Brazilians consume just as much social media. The difference? A trusted free-at-use public health care system working hard everywhere. https://t.co/NlZ9AuZhY8
340	Sun Nov 28 23:57:53 +0000 2021	1465107712421814279	-	CP	2	@goldenscalerRDH @KashPrime @JustinTrudeau What's Trudeau going to do? Health Canada has authorized a 3rd dose of Pfizer for all adults. It's up to the provinces to implement. We gave 10 million doses sitting in reserve.
341	Sun Nov 28 23:57:53 +0000 2021	1465107711884886018	/	CS	0	"Thanksgiving Dinner at my brother’s: I was a good crazy uncle and didn’t bring up politics and/or science and/or reality and/or any of the other things that are correct, but did silently listen to my “do your own research” bro spread Covid bullshit to his adult kids."
342	Sun Nov 28 23:57:53 +0000 2021	1465107711645958150	/	CS	1	Iowa COVID+ Update: 11/28/2021  Cumulative COVID+ Iowans: 522858 Cumulative COVID+ Tests: 564379 Cumulative COVID Deaths: 7412 (NCHS death data as of 11/20/21)  *The CDC does not report on Sunday or Monday.  https://t.co/G37jyxkcDa https://t.co/wmQskmST4R
343	Sun Nov 28 23:57:53 +0000 2021	1465107711490768899	+	CY	0	"@HankMFRearden @zerohedge ""more supply chain shocks""  perhaps some but minor compared to late 2021 digging out of the 2020 Covid supply-demand mismatch"
344	Sun Nov 28 23:57:52 +0000 2021	1465107708076507144	/	CV	0	Ten reasons why we got Covid-19 vaccines so quickly without 'cutting corners'  https://t.co/UVuJSGUel4
345	Sun Nov 28 23:57:52 +0000 2021	1465107707506028546	/	CT	4	Canada's first cases of the omicron coronavirus variant confirmed in Ottawa  Health Minister Jean-Yves Duclos said the confirmation of two omicron cases is a signal that the country's monitoring system is working but to expect more cases of the variant. https://t.co/hOkBIxrndG
346	Sun Nov 28 23:57:50 +0000 2021	1465107700757323778	/	CV	32	Covid-19 Booster Shot https://t.co/TrzHPhwYH7
347	Sun Nov 28 23:57:49 +0000 2021	1465107696802275334	-	CR	2	"@SquirrelzSilly @Penny_Lane_Pup Fis meks me so mad 😠, our hoos trust fees hoos! M&amp;D tek me to our pawper vet, but it was a week (covid restrictions) afore me got seen… fank dog them did tho 😢"
348	Sun Nov 28 23:57:49 +0000 2021	1465107693736136704	/	CV	0	"""The clinical trials of Pfizer’s coronavirus vaccine found that the all-cause mortality rate of the vaccinated group was higher than that of the control group,""  https://t.co/3mdFOLQgZ7"
349	Sun Nov 28 23:57:49 +0000 2021	1465107693660745736	+	CP	0	@5_Coogs A dear friend of mine is going through chemo.  She already masked before Covid but now she uses a mask and shield.  I avoid judging people bc I don’t know what they are going through in life.
350	Sun Nov 28 23:57:48 +0000 2021	1465107691542650880	-	CY	0	@stewwarn6 @NEAToday No ones refusing to do their job lol. They are quitting &amp; no one is entering the profession anymore. 50% quit after 5 years before covid
351	Sun Nov 28 23:57:47 +0000 2021	1465107686056509441	/	CV	1	@abhinemani Your CLEAR digital vaccine card is approved by New York City as an acceptable proof of vaccination! Enjoy the Big 🍎!
352	Sun Nov 28 23:57:47 +0000 2021	1465107684865282058	/	CV	2	@ScatteredWhimsy @ThyNorse @RealCandaceO Yeah aspirin has been around decades too and it’s great stuff.  But doesn’t do anything for COVID.  And vaccines are better than natural immunity.  Glad I’m triple vaxxed.  But you do you. Plenty of ventilators available at least!
353	Sun Nov 28 23:57:45 +0000 2021	1465107678636625924	/	CT	0	"Stock futures move higher after Friday's big sell-off, investors monitor omicron Covid variant  https://t.co/SluGZ6ndEI"
354	Sun Nov 28 23:57:45 +0000 2021	1465107677529448448	-	CV	0	"Assuming my scheduled surgery date actually holds and isn’t canceled/postponed due to COVID anti-vaxxers clogging the healthcare system, that means 10 months from the time of my fall until surgery. What a great #healthcarefailure we have. Could I go somewhere else?"
355	Sun Nov 28 23:57:44 +0000 2021	1465107675847479298	-	CT	1	@UK_Centrist @BallouxFrancois We don't know where variants arose....just where they were discovered.   Africa as a continent has the lowest death rates in the world from COVID.  https://t.co/wO4e4aKQkc
357	Sun Nov 28 23:57:44 +0000 2021	1465107674387914755	+	CS	0	"@HZiauddeen Vaccines have always been the way out, regardless of isolating, masks, track &amp; trace etc which were merely measures designed to slow down transmission until the vulnerable were vaccinated.  Immunity through vaccination or infection are the way out. Everything else is irrelevant."
358	Sun Nov 28 23:57:43 +0000 2021	1465107668524314635	/	CV	3	@HighImpactFlix Expression of Concern: Abstract 10712: Mrna COVID Vaccines Dramatically Increase Endothelial Inflammatory Markers and ACS Risk as Measured by the PULS Cardiac Test: a Warning https://t.co/QrJ9zShWBm
359	Sun Nov 28 23:57:42 +0000 2021	1465107667396050947	/	CT	7	"""the emergence of new variants was 'a natural consequence of being too slow to vaccinate the world.'"" —Michael Head, senior research fellow in global health at the University of Southampton  https://t.co/4iOvSTfUEi  Also: Up is Down, Black is White, Left is Right https://t.co/hNSInBr1nc https://t.co/gNzUvASyVJ"
360	Sun Nov 28 23:57:42 +0000 2021	1465107667295170560	/	CT	1	They’ll promise the moon to make a buck. #DoNotComply  #Moderna CMO says Omicron variant may elude current vaccines https://t.co/2XGDUwp092
361	Sun Nov 28 23:57:42 +0000 2021	1465107665856696324	-	CV	0	"@g0r0_z0r0 @anthonysimone95 Do you have any other “evidence?” By the way, this data comes from the Oxford COVID vaccine trial group. That’s for AZ, imagine what Pfizer can do. Better than 13-15, lol!"
362	Sun Nov 28 23:57:42 +0000 2021	1465107665768566790	-	CS	0	And yet 10% of people arriving in the Netherlands from SA were covid positive. How can it he possible to have just 2500 per day nationwide?  The numbers don't stack up. https://t.co/zaumjPwLsq
363	Sun Nov 28 23:57:41 +0000 2021	1465107662295777285	-	CR	21	#SouthAfrican visitors to Israel whose flight left before the government decided to ban arrivals from there and who were ejected from #Israel upon their arrival have said they were treated “like criminals” and “enemies of the state.”  https://t.co/YwLcVd9MHi
364	Sun Nov 28 23:57:41 +0000 2021	1465107660911566848	-	CP	506	Sun-sentinel: “Secrecy and spin: How Florida’s governor misled the public on the COVID-19 pandemic” https://t.co/NpBRb1uYHo
365	Sun Nov 28 23:57:40 +0000 2021	1465107659070214147	-	CV	0	"@Walgreens it is completely unacceptable that you not only cancelled our children’s second vaccination appointment that was made over a month ago, but that you then refused to offer us the option of putting us on a waitlist to call once you receive your next shipment."
366	Sun Nov 28 23:57:40 +0000 2021	1465107656402771969	+	CV	11	should i get a booster shot tomorrow 4 the covid vaccine
367	Sun Nov 28 23:57:40 +0000 2021	1465107655647707137	/	CT	70	"Omicron variant may be 'net positive' news if new mutation kills off more lethal Delta coronavirus.   90% of new infections in Johannesburg are Omicron strain but, so far, the death rate &amp; hospital admissions appear not to be increasing.   #Covid  https://t.co/3jD2hAwKi3"
368	Sun Nov 28 23:57:40 +0000 2021	1465107655324745734	+	CY	2	"@LesaRenee333 Even without Covid, some people never get to experience what you did. Treasure your memories and know that you are fortunate."
369	Sun Nov 28 23:57:39 +0000 2021	1465107654431412227	-	CY	0	"@Xena67385282 @RSBNetwork Not sure where you get your news. No one is giving anyone $450,000. And plenty of Americans are infected with Covid. Read a paper. Love your fear tactics though. You feed off of it. Your sick."
370	Sun Nov 28 23:57:39 +0000 2021	1465107654297145353	-	CT	1	"@bunter888 @MainsMains3 Did you know they’ve never isolated the Covid 19 virus , which also means they’ve not isolated any variants so they don’t test you for variants so no hospital actually knows what variant you have . pcr tests are not proficient and can show a false positive result to Covid FACT"
371	Sun Nov 28 23:57:39 +0000 2021	1465107652829081601	-	CY	1	"Anti-covid and pro-m/arcos people have so much in common. Both don’t give a shit if the bad things don’t happen to them, which is why they think they’re right 🥱"
372	Sun Nov 28 23:57:39 +0000 2021	1465107652405436418	-	CY	1	"If not for covid, she will still be here today. Allah loves you more nek, you dont have to suffer anymore. Al-Fatihah."
373	Sun Nov 28 23:57:38 +0000 2021	1465107650576801795	/	CS	0	More COVID Headlines in Fire Law News: From Butt Wipes to Litigation - Fire Law Blog https://t.co/mIKrGLLpqa
374	Sun Nov 28 23:57:38 +0000 2021	1465107650526461960	+	CV	6	"Our three youngest grandchildren got their Covid vaccines today-6 8, and 10 years old and the 8 year old has cancer. If they can get the vaccine, so can you."
375	Sun Nov 28 23:57:38 +0000 2021	1465107650216177666	/	CT	0	Omicron variant spreads to Australia and more of Europe - https://t.co/tA6ec0jXps
376	Sun Nov 28 23:57:38 +0000 2021	1465107647552622597	-	CT	0	@ACTHealth Have we had a Case of the Omicron Covid Strain the ACT or is today's figures Delta Strain
378	Sun Nov 28 23:57:38 +0000 2021	1465107647028416514	/	CY	0	“Covid mentality normalises behaviours over humans we won't tolerate over animals“. https://t.co/mV2f1QamuY
379	Sun Nov 28 23:57:37 +0000 2021	1465107646088982529	+	CS	0	"So with all scaremongering Omicron reporting going on at the moment, let's all take a time out &amp; listen to Dr Angelique Coetzee, the person who first discovered the new covid variant.. permission to laugh at all the folks wanting tougher restrictions afterwards, is granted ;-) https://t.co/WS0t5PruPe"
380	Sun Nov 28 23:57:37 +0000 2021	1465107644864241665	/	CS	1	"Flyers linking Jewish community to COVID pandemic found at homes in Beverly Hills, police say https://t.co/3d3g9GOYPf"
384	Sun Nov 28 23:57:36 +0000 2021	1465107642322493444	/	CT	0	Small businesses face 'very difficult' process for COVID aid as Omicron looms https://t.co/2J71K7eyY1 via @Yahoo
385	Sun Nov 28 23:57:36 +0000 2021	1465107640967704581	-	CS	4	"@patriottakes That and the fact that Florida is a tourist state. They go to Florida, get Covid, and bring it back to their states reporting."